"","repo_name","path"
"20","daattali/colourpicker","Alive_5-Dead_2-Zombie_5-Alive_1-Dead_3-Alive_1-Zombie_1-Dead_2-Alive_3-Dead_2-Zombie_4-Dead_5-Zombie_4-Alive_1-Dead_7-Zombie_1-Alive_1-Zombie_1-Dead_2-Zombie_1-Dead_3-Alive_1-Dead_2-Zombie_1-Alive_1-Dead_4-Zombie_1-Alive_1-Dead_2-Alive_3-Dead_2-Zombie_3-Alive_1-Zombie_4-Dead_2-Zombie_4-Dead_2-Alive_5"
"21","daattali/shinyalert","Alive_1-Dead_4-Alive_1-Dead_12-Alive_2-Dead_3-Zombie_5-Alive_2-Dead_3-Zombie_2-Dead_5-Zombie_2-Dead_3-Alive_2-Zombie_1-Dead_2-Alive_1-Zombie_1-Dead_2-Alive_7-Dead_2-Zombie_7-Alive_1-Zombie_2-Alive_3-Zombie_1-Alive_1-Zombie_2"
"22","daattali/timevis","Alive_3-Zombie_2-Alive_2-Dead_2-Zombie_4-Dead_2-Zombie_5-Alive_1-Zombie_2-Dead_2-Alive_5-Zombie_1-Dead_2-Zombie_3-Dead_2-Zombie_4-Alive_3-Zombie_2-Dead_2-Zombie_3-Alive_2-Zombie_2-Alive_4-Zombie_1-Alive_1-Zombie_1-Alive_4-Zombie_1-Alive_1-Zombie_4-Dead_3-Zombie_4-Alive_1"
"23","diegovalle/mxmaps","Alive_3-Dead_4-Alive_4-Dead_2-Zombie_4-Alive_1-Dead_5-Alive_1-Dead_3-Alive_1-Dead_7-Alive_7-Dead_6-Alive_7-Dead_4-Alive_8-Dead_4-Alive_8-Dead_5-Alive_15-Dead_3-Alive_15-Dead_4-Alive_18"
"24","drizzersilverberg/graddescentr","Alive_1-Dead_2-Alive_2-Dead_2-Zombie_2-Dead_16-Zombie_2-Dead_15-Zombie_2-Dead"
"25","eddelbuettel/gaussfacts","Alive_3-Dead_6-Alive_3-Dead_38-Alive_4-Dead_7-Alive_4-Dead_3-Alive_4-Dead_3-Alive_4-Dead_2-Alive_4-Dead"
"26","eddelbuettel/gettz","Alive_3-Dead_3-Alive_3-Dead_8-Zombie_3-Dead_30-Alive_4-Dead_2-Alive_4-Dead_5-Alive_4-Dead_3-Alive_4-Dead_3-Alive_4-Dead"
"27","eddelbuettel/nanotime","Alive_7-Zombie_1-Dead_4-Zombie_2-Dead_4-Alive_2-Dead_2-Zombie_2-Alive_3-Dead_7-Alive_4-Zombie_1-Alive_2-Zombie_1-Dead_2-Alive_12-Dead_2-Alive_12-Dead_2-Zombie_12-Alive_2-Dead_3-Alive_3-Dead_2-Alive_3"
"28","eddelbuettel/rcppmsgpack","Alive_1-Dead_2-Alive_1-Dead_14-Alive_1-Dead_2-Alive_3-Dead_3-Alive_3-Dead_4-Alive_4-Dead_4-Alive_6-Dead_5-Alive_6-Dead_12-Alive_6-Dead_2-Zombie_6-Dead_6-Alive_6-Dead_4-Alive_6-Dead_5-Alive_6"
"29","eddelbuettel/tint","Alive_2-Dead_6-Alive_2-Dead_6-Alive_5-Dead_2-Alive_6-Zombie_1-Dead_2-Zombie_1-Dead_2-Zombie_1-Dead_2-Alive_1-Zombie_1-Alive_1-Zombie_1-Alive_2-Dead_5-Zombie_2-Alive_1-Dead_3-Zombie_1-Dead_3-Alive_2-Dead_2-Alive_2-Dead_4-Alive_2-Zombie_1-Alive_2-Zombie_2-Dead_2-Alive_2-Zombie_1-Dead_2-Alive_1"
"30","edonnachie/icd10gm","Alive_2-Zombie_1-Dead_17-Alive_1-Dead_9-Alive_6-Dead_2-Alive_8-Dead_6-Alive_8-Dead_2-Alive_8-Dead_2-Alive_8-Dead_2-Alive_8-Zombie_1-Alive_1-Dead_2-Alive_1-Dead_5-Alive_2-Dead_2-Alive_2-Zombie_1-Alive_2-Zombie_1-Alive_1-Dead_2-Alive_1"
"31","erictleung/flowers","Alive_1"
"32","faustogc/streamchaos","Alive_2-Dead_9-Alive_2-Dead_4-Alive_2-Dead"
"33","fcampelo/moeadr","Alive_1-Dead_5-Alive_5-Dead_2-Zombie_6-Alive_5-Dead_6-Zombie_5-Alive_3-Dead_2-Alive_4-Zombie_1-Dead_14-Alive_1-Dead_3-Zombie_1-Dead_2-Zombie_1-Dead_10-Alive_1-Dead"
"34","ferreira-santos/metaforgui","Alive_1-Dead_2-Alive_2-Zombie_1-Dead"
"35","fsolt/icpsrdata","Alive_1-Dead_2-Alive_1-Dead_3-Alive_1-Dead_2-Alive_1-Dead_3-Alive_1-Dead_3-Zombie_1-Dead_23-Alive_1-Dead_4-Alive_1-Dead_10-Alive_1-Dead"
"36","fsolt/pewdata","Alive_1-Dead_2-Alive_1-Dead_2-Alive_2-Dead_8-Zombie_2-Dead_23-Alive_3-Dead_8-Alive_3-Dead_13-Alive_4-Dead"
"37","fsolt/ropercenter","Alive_1-Dead_2-Alive_1-Dead_7-Alive_2-Dead_15-Alive_2-Dead_3-Alive_2-Dead_2-Zombie_2-Dead_13-Zombie_2-Dead_7-Alive_2-Dead"
"38","giscience-fsu/sperrorest","Alive_9-Dead_2-Alive_11-Dead_2-Alive_11-Dead_2-Alive_12-Dead_2-Alive_12-Dead_3-Alive_12-Zombie_1-Dead_5-Alive_1-Dead_6-Alive_1-Dead_3-Zombie_1-Dead_4-Alive_10-Dead_4-Alive_12-Dead"
"39","graemeleehickey/joinerml","Alive_12-Dead_2-Alive_15-Dead_2-Alive_16-Dead_2-Alive_16-Zombie_1-Dead_9-Zombie_2-Dead_8-Alive_4-Dead_3-Alive_4-Dead_2-Zombie_6-Alive_2-Dead_4-Alive_3-Dead_2-Alive_3-Zombie_1"
"40","gshs-ornl/wbstats","Alive_4-Dead_4-Alive_4-Dead_3-Alive_4-Dead_3-Zombie_4-Dead_2-Zombie_4-Dead_2-Alive_4-Dead_4-Zombie_4-Alive_2-Dead_4-Zombie_2-Dead_4-Zombie_2-Alive_1-Dead_3-Alive_2-Dead_4-Alive_4-Dead_2-Alive_6-Dead_2-Alive_6-Zombie_2-Dead_2-Zombie_2-Alive_1-Dead_2-Zombie_2-Alive_2-Dead_2-Alive_2-Zombie_2-Dead_2-Zombie_3-Dead"
"41","henrikbengtsson/dirdf","Alive_1-Dead_13-Alive_2-Dead_5-Alive_3-Dead_2-Zombie_3-Dead_2-Alive_3-Dead_2-Alive_3-Dead_2-Zombie_3-Dead_4-Zombie_3-Dead_29-Zombie_3-Dead"
"42","hmalmedal/stringaddins","Alive_1-Dead_4-Alive_2-Dead_9-Alive_2-Dead_6-Alive_3-Dead_13-Alive_4-Dead"
"43","hollorol/rbbgcmuso","Alive_1-Dead_2-Alive_2-Dead_2-Alive_6-Dead_3-Alive_6-Dead_2-Alive_11-Dead_2-Alive_17-Dead_4-Zombie_18-Dead_3-Alive_21-Dead_3-Alive_23-Dead_2-Alive_27-Dead_2-Alive_29-Zombie_1-Dead_4-Alive_1"
"44","hoxo-m/densratio","Alive_1-Dead_2-Alive_2-Dead_2-Alive_2-Dead_5-Alive_3-Dead_23-Alive_3-Zombie_1-Dead_3-Alive_2-Dead_19-Zombie_2-Dead"
"45","hoxo-m/magicfor","Alive_1-Dead_4-Alive_1-Dead_5-Alive_1-Dead_2-Zombie_2-Dead_21-Zombie_2-Dead_9-Zombie_2-Dead"
"46","jacob-long/jtools","Alive_5-Dead_2-Alive_21-Dead_2-Alive_30-Zombie_2-Alive_1-Dead_2-Alive_1-Zombie_1-Alive_2-Zombie_1-Alive_2-Zombie_1-Alive_1-Zombie_1-Alive_1-Zombie_1-Alive_1-Zombie_1-Alive_1-Zombie_5-Alive_1"
"47","jaredhuling/oem","Alive_4-Dead_3-Alive_7-Dead_2-Alive_12-Dead_6-Alive_15-Dead_2-Zombie_16-Dead_2-Alive_17-Dead_4-Alive_17-Zombie_1-Dead_10-Zombie_1-Dead_2-Zombie_1-Dead_2-Zombie_1-Alive_1-Dead_2-Zombie_1-Dead_9-Zombie_2-Alive_1-Dead"
"48","jeroen/agent","Alive_2-Dead_2-Zombie_2-Dead_2-Alive_2-Dead_14-Alive_2-Dead"
"49","jforbes14/eechidna","Alive_5-Dead_2-Alive_6-Dead_4-Alive_8-Zombie_1-Alive_1-Dead_2-Alive_1-Dead_3-Zombie_1-Dead_2-Zombie_2-Dead_3-Alive_2-Dead_7-Zombie_2-Alive_4-Dead_5-Alive_5-Dead_2-Zombie_6-Dead_2-Alive_6-Dead_7-Zombie_7-Alive_2-Dead"
"50","jhollist/elevatr","Alive_6-Zombie_1-Alive_1-Zombie_1-Dead_5-Zombie_1-Dead_2-Alive_3-Dead_3-Alive_3-Dead_2-Zombie_4-Dead_4-Alive_4-Dead_3-Alive_4-Dead_3-Alive_4-Zombie_1-Dead_6-Zombie_3-Dead_2-Zombie_3-Alive_1-Zombie_1-Alive_1-Dead_4-Alive_1-Zombie_1-Alive_5-Zombie_1-Alive_1-Dead_2-Alive_2"
"51","jjchern/saipeapi","Alive_2-Dead_16-Alive_2-Dead_3-Alive_2-Dead_15-Alive_2-Dead"
"52","jlepird/prefer","Alive_3-Dead_7-Alive_3-Dead_2-Alive_3-Dead"
"53","kafku/rleveldb","Alive_1-Dead_4-Zombie_1-Dead_17-Alive_1-Dead"
"54","krisrs1128/treelapse","Alive_4-Dead_3-Alive_4-Dead_2-Alive_8-Dead_2-Alive_9-Dead_10-Alive_9-Dead_15-Alive_9-Dead"
"55","ksawicka/spup","Alive_1-Dead_3-Alive_13-Dead_8-Alive_13-Dead_3-Alive_14-Dead_25-Alive_14-Dead"
"56","kunstler/laselva","Alive_1-Zombie_1-Dead_5-Alive_1-Zombie_1-Dead_8-Alive_1-Dead_2-Alive_1-Dead_24-Zombie_1-Dead_5-Alive_2-Dead_2-Alive_2-Dead_2-Zombie_2-Dead_3-Alive_2-Dead_2-Alive_2-Zombie_1-Dead"
"57","kwb-r/kwb.default","Alive_2-Dead_8-Alive_2-Dead_3-Alive_2-Dead_9-Alive_4-Dead_8-Alive_4-Dead_6-Alive_4-Dead_22-Alive_4-Dead"
"58","kwb-r/kwb.qmra","Alive_1-Dead_11-Alive_1-Dead_5-Alive_1-Dead_2-Alive_1-Dead_2-Alive_2-Zombie_2-Dead_2-Alive_7-Dead_2-Alive_7-Zombie_1-Alive_1-Dead_2-Alive_1-Dead_9-Zombie_1-Dead_2-Alive_4-Dead_2-Alive_5-Dead_4-Alive_5-Zombie_1-Dead"
"59","kwb-r/kwb.utils","Alive_1-Dead_3-Alive_1-Zombie_1-Dead_5-Alive_6-Dead_2-Alive_15-Dead_3-Alive_18-Dead_2-Alive_18-Dead_3-Alive_22-Dead_2-Alive_22-Dead_2-Alive_24-Dead_2-Alive_26-Dead_2-Alive_28-Dead_2-Alive_29-Dead"
"60","leeper/crandatapkgs","Alive_1-Dead_2-Zombie_1-Alive_1-Zombie_1-Alive_2-Zombie_3-Alive_1-Zombie_2-Alive_1-Dead_2-Zombie_1-Alive_1-Zombie_3-Alive_1-Zombie_1-Dead_2-Zombie_1-Dead_2-Alive_1-Dead"
"61","leeper/responserates","Alive_2-Dead_16-Alive_2-Dead_4-Alive_2-Dead_2-Alive_2-Dead"
"62","lockedata/hibpwned","Alive_1-Dead_2-Alive_2-Dead_3-Alive_3-Dead_7-Alive_3-Dead_3-Alive_3-Dead_6-Zombie_3-Alive_2-Dead_4-Alive_7-Dead_3-Zombie_7-Dead_18-Alive_7-Dead"
"63","lockedata/mockaroo","Alive_3-Dead_25-Alive_3-Dead"
"64","lpfgarcia/ecol","Alive_2-Dead_2-Alive_2-Dead_2-Alive_2-Dead_2-Alive_4-Dead_2-Alive_9-Dead_3-Alive_9-Dead_3-Alive_12-Dead_2-Alive_14-Zombie_1-Alive_1-Dead_5-Alive_3-Dead_7-Alive_3-Dead_2-Zombie_4-Dead_3-Alive_4-Dead_3-Zombie_4-Dead_2-Zombie_4-Dead_3-Zombie_4-Dead"
"65","maelle/geolocart","Alive_1-Zombie_1-Dead_7-Alive_1-Dead_10-Zombie_1-Dead"
"66","maximerivest/scimeetr","Alive_1-Dead_6-Zombie_1-Dead_11-Alive_6-Dead_3-Alive_9-Dead"
"67","meirelesff/fmeireles","Alive_3-Dead_2-Alive_4-Dead_2-Alive_4-Dead_2-Alive_4-Dead"
"68","mhenderson/thomashardyr","Alive_1-Dead_5-Alive_2-Dead_11-Alive_2-Dead"
"69","miguel-porto/simriv","Alive_1-Dead_5-Alive_4-Dead_3-Alive_9-Dead_2-Alive_10-Dead_4-Alive_10-Dead_5-Zombie_10-Alive_1-Dead_9-Zombie_1-Dead_3-Alive_2-Dead"
"70","mschubert/clustermq","Alive_3-Dead_2-Alive_7-Zombie_2-Alive_14-Zombie_1-Alive_4-Zombie_1-Alive_3-Dead_2-Alive_10-Zombie_2-Alive_5-Zombie_2-Alive_3-Dead_2-Zombie_3-Alive_9-Zombie_2-Alive_1"
"71","mschubert/narray","Alive_2-Dead_3-Alive_3-Dead_3-Alive_9-Dead_2-Alive_12-Dead_2-Zombie_12-Alive_7-Dead_2-Zombie_7-Alive_1-Zombie_1-Dead_3-Zombie_1-Dead_7-Zombie_2-Dead_21-Alive_2-Dead"
"72","ouhscbbmc/usnavy-billets","Alive_1-Dead_3-Alive_2-Dead_5-Alive_5-Dead_4-Alive_6-Dead_6-Alive_6-Dead_2-Alive_6-Zombie_1-Dead_2-Alive_1-Dead_4-Alive_1-Dead"
"73","predictiveecology/netlogor","Alive_9-Dead_2-Alive_9-Dead_3-Alive_17-Dead_2-Alive_19-Dead_2-Alive_20-Dead_3-Alive_21-Dead_2-Alive_22-Dead_3-Zombie_22-Alive_5-Dead_2-Alive_5-Dead_2-Zombie_5-Alive_1-Zombie_1-Dead_4-Alive_2-Dead_2-Alive_2-Dead_7-Alive_4-Dead_2-Zombie_4"
"74","privefl/bigstatsr","Alive_27-Zombie_1-Alive_8-Zombie_1-Alive_6-Zombie_2-Alive_11-Zombie_5-Alive_1"
"75","qutang/mhealthr","Alive_3-Dead_3-Alive_4-Dead_2-Alive_10-Dead_6-Alive_10-Dead_3-Alive_10-Dead"
"76","r-hub/rhub","Alive_5-Zombie_3-Alive_1-Zombie_1-Alive_3-Zombie_1-Alive_2-Zombie_2-Alive_4-Zombie_2-Alive_3-Zombie_2-Alive_7-Zombie_3-Alive_2-Zombie_1-Alive_2-Zombie_2-Alive_2-Zombie_3-Alive_1-Zombie_4-Alive_1-Zombie_6"
"77","r-hub/sysreqs","Alive_4-Dead_5-Alive_5-Zombie_1-Alive_1-Dead_6-Alive_1-Dead_5-Zombie_1-Dead_2-Alive_1-Dead_11-Zombie_2-Dead_2-Zombie_2-Alive_1-Dead_5-Zombie_2-Dead_2-Zombie_5-Alive_2-Zombie_2-Dead_9-Zombie_2-Dead_3-Zombie_2-Dead"
"78","r-simmer/simmer.json","Alive_1-Dead"
"79","r-simmer/simmer.optim","Alive_6-Zombie_1-Dead_8-Zombie_1-Dead_10-Alive_3-Dead_6-Zombie_3-Dead_12-Zombie_3-Dead"
"80","r-simmer/simmer.plot","Alive_4-Dead_3-Zombie_4-Alive_2-Dead_2-Alive_2-Dead_2-Alive_5-Dead_2-Zombie_5-Dead_3-Alive_5-Dead_2-Zombie_5-Dead_5-Alive_5-Dead_6-Zombie_5-Dead_3-Alive_5-Dead_4-Alive_7-Dead_3-Alive_7-Dead_11-Alive_7-Dead"
"81","raybaser/proscorer","Alive_2-Dead_6-Alive_3-Dead_4-Alive_3-Dead"
"82","raybaser/proscorertools","Alive_2-Dead_6-Alive_3-Dead_3-Zombie_3-Dead_10-Zombie_3-Dead"
"83","rcppmlpack/rcppmlpack2","Alive_1-Dead_2-Alive_3-Dead_3-Alive_6-Dead_2-Alive_10-Dead_3-Zombie_10-Dead_4-Alive_10-Dead_2-Alive_10-Dead_2-Zombie_10-Alive_1-Zombie_1-Dead_3-Alive_1-Dead_2-Zombie_1-Dead_5-Zombie_1-Dead_21-Alive_1-Dead"
"84","reconhub/epicontacts","Alive_2-Dead_2-Alive_5-Dead_2-Alive_5-Dead_2-Alive_6-Dead_3-Alive_6-Dead_2-Alive_7-Dead_4-Alive_8-Dead_2-Alive_11-Zombie_1-Dead_4-Alive_1-Dead_2-Zombie_1-Alive_3-Dead_3-Alive_4-Zombie_2-Alive_1-Dead_10-Alive_1-Dead_10-Alive_1"
"85","reconhub/incidence","Alive_1-Dead_3-Alive_3-Dead_3-Alive_6-Dead_2-Alive_9-Zombie_4-Alive_2-Dead_6-Alive_12-Zombie_2-Dead_2-Alive_2-Zombie_1-Dead_4-Zombie_3-Alive_1-Zombie_1-Dead_2-Alive_2-Zombie_1-Dead_3-Alive_1-Dead_2-Zombie_2-Dead"
"86","richdeto/epp","Alive_1-Dead_5-Alive_1-Dead_5-Alive_4-Dead_3-Alive_4-Dead_2-Alive_4-Dead_2-Alive_4-Dead_4-Alive_5-Dead_35-Alive_7"
"87","ropensci-archive/ccafs","Alive_1-Dead_3-Alive_1-Dead_2-Alive_1-Dead_2-Zombie_1-Alive_3-Dead_4-Alive_3-Dead_5-Alive_4-Dead_4-Alive_4-Dead_3-Alive_4-Dead_5-Alive_4-Dead_2-Alive_4-Dead_9-Alive_4-Dead_8-Alive_4-Dead_4-Alive_4-Dead"
"88","ropensci-archive/cmipr","Alive_1-Dead_8-Alive_3-Dead_10-Alive_3-Dead_6-Alive_3-Dead_4-Alive_3-Dead"
"89","ropensci-archive/colorpiler","Alive_2-Dead_31-Zombie_2-Dead_25-Alive_2-Dead"
"90","ropensci-archive/crevents","Alive_2-Dead_7-Alive_3-Dead_3-Zombie_3-Alive_1-Dead_3-Alive_1-Dead_4-Alive_1-Dead_4-Alive_1-Dead_6-Alive_1-Dead_9-Alive_3-Dead"
"91","ropensci-archive/crminer","Alive_2-Dead_2-Alive_3-Dead_2-Alive_4-Dead_3-Alive_4-Zombie_2-Dead_2-Alive_3-Dead_2-Zombie_4-Dead_2-Zombie_4-Dead_2-Alive_4-Dead_2-Alive_4-Zombie_1-Alive_1-Dead_3-Alive_1-Dead_5-Alive_1-Dead_4-Alive_1-Dead_3-Alive_4-Zombie_1-Dead_2-Alive_1-Dead_5-Alive_1-Dead"
"92","ropensci-archive/datapkg","Alive_3-Dead_2-Zombie_5-Dead_9-Zombie_5-Dead_10-Alive_6-Dead"
"93","ropensci-archive/dissemr","Alive_1-Dead_10-Alive_1-Dead_10-Alive_1-Dead_32-Alive_1-Dead"
"94","ropensci-archive/gdoc","Alive_2-Dead_4-Alive_2-Dead_10-Alive_2-Dead_10-Alive_2-Zombie_1-Dead_2-Alive_1-Dead"
"95","ropensci-archive/geojsonrewind","Alive_1-Dead_15-Alive_1-Dead_5-Alive_1-Dead_8-Alive_1-Dead_17-Alive_1-Dead"
"96","ropensci-archive/geoparser","Alive_3-Dead_2-Alive_3-Dead_3-Alive_3-Dead_5-Alive_3-Dead_2-Alive_3-Dead_2-Alive_3-Dead_3-Alive_3-Dead_3-Zombie_3-Dead_2-Alive_3-Dead_14-Alive_3-Dead_7-Zombie_3-Alive_1-Dead"
"97","ropensci-archive/hoasts","Alive_2-Zombie_1-Dead_15-Alive_1-Dead_32-Alive_1-Dead"
"98","ropensci-archive/leafier","Alive_2-Dead_59-Zombie_2-Alive_1-Dead"
"99","ropensci-archive/monkeylearn","Alive_1-Dead_2-Alive_3-Dead_2-Alive_5-Dead_4-Alive_5-Dead_2-Alive_5-Dead_7-Alive_9-Dead_2-Alive_9-Dead_16-Alive_9-Dead_9-Alive_9-Zombie_1-Dead_2-Alive_1-Dead"
"100","ropensci-archive/nneo","Alive_1-Zombie_1-Alive_1-Dead_2-Zombie_1-Dead_2-Alive_4-Dead_2-Zombie_4-Alive_2-Dead_3-Alive_3-Dead_3-Alive_3-Dead_5-Alive_4-Dead"
"101","ropensci-archive/originr","Alive_3-Zombie_1-Alive_3-Dead_5-Alive_3-Dead_2-Alive_3-Zombie_1-Alive_1-Dead_4-Zombie_1-Dead_3-Alive_1-Dead_2-Alive_5-Dead_3-Alive_5-Dead_5-Alive_5-Dead_11-Alive_5-Dead_6-Alive_5-Dead_3-Zombie_5-Dead_3-Alive_5-Dead_2-Alive_5-Dead"
"102","ropensci-archive/riodata","Alive_1-Dead_56-Zombie_1-Dead_2-Zombie_1-Dead"
"103","ropensci-archive/rtimicropem","Alive_1-Zombie_1-Alive_2-Dead_2-Alive_3-Zombie_1-Alive_2-Dead_2-Alive_3-Zombie_1-Dead_2-Alive_4-Dead_21-Alive_4-Dead_7-Alive_4-Dead_18-Alive_4-Dead"
"104","ropensci-archive/scitations","Alive_2-Dead_5-Alive_2-Dead_2-Alive_2-Dead_9-Alive_2-Dead_30-Alive_2-Dead"
"105","ropensci-archive/snowball","Alive_2-Dead_59-Alive_2-Dead"
"106","ropensci-archive/sparqldsl","Alive_1-Dead_23-Alive_1-Dead_10-Alive_1-Dead"
"107","ropensci-archive/timeraster","Alive_1-Zombie_1-Alive_1-Dead_36-Alive_1-Dead"
"108","ropensci-archive/travis","Alive_5-Dead_2-Alive_5-Dead_3-Zombie_5-Alive_3-Dead_2-Alive_4-Dead_2-Alive_6-Dead_3-Alive_8-Zombie_1-Alive_9-Dead_2-Zombie_9-Alive_8-Zombie_1-Alive_1-Dead_3-Zombie_1-Alive_1-Dead_2-Alive_1-Dead"
"109","ropensci-archive/urltemplate","Alive_2-Dead_8-Alive_2-Dead_13-Alive_2-Dead_29-Alive_2-Dead"
"110","ropensci-archive/zissou","Alive_1-Zombie_1-Dead_6-Zombie_1-Dead_6-Alive_1-Dead_30-Alive_1-Dead"
"111","ropensci/beautier","Alive_3-Dead_3-Alive_4-Dead_12-Alive_35-Zombie_1-Alive_16"
"112","ropensci/bib2df","Alive_2-Dead_2-Alive_2-Dead_7-Alive_6-Dead_2-Zombie_7-Alive_2-Dead_2-Alive_4-Dead_5-Alive_4-Dead_2-Alive_4-Dead_2-Alive_4-Zombie_1-Alive_1-Zombie_2-Alive_1-Zombie_3-Alive_1-Dead_2-Zombie_1-Dead_2-Zombie_2-Alive_2-Zombie_1-Dead_4-Zombie_4-Dead_2-Zombie_6-Dead_3-Zombie_6"
"113","ropensci/bikedata","Alive_1-Dead_2-Alive_12-Zombie_1-Alive_9-Dead_6-Alive_9-Dead_3-Zombie_9-Dead_2-Zombie_9-Alive_4-Dead_12-Alive_5-Dead_2-Alive_5-Dead"
"114","ropensci/binman","Alive_3-Dead_14-Alive_3-Dead_4-Alive_3-Dead_6-Alive_3-Dead_11-Alive_3-Dead_5-Alive_3-Dead_5-Alive_3-Dead_5-Zombie_3-Dead_3-Zombie_3-Dead_2-Zombie_3-Dead"
"115","ropensci/camsrad","Alive_1-Dead_2-Alive_2-Dead_4-Alive_2-Zombie_1-Dead_3-Alive_2-Dead_2-Zombie_2-Dead_7-Zombie_2-Dead_2-Alive_2-Dead_16-Zombie_2-Alive_1-Dead"
"116","ropensci/charlatan","Alive_8-Dead_4-Zombie_8-Alive_3-Zombie_1-Alive_7-Dead_2-Zombie_7-Alive_2-Dead_3-Alive_2-Dead_3-Alive_2-Dead_2-Alive_2-Dead_3-Alive_2-Dead_3-Alive_2-Dead_2-Alive_2-Dead_3-Alive_5-Dead_2-Alive_6-Dead_2-Zombie_6-Dead"
"117","ropensci/cleanehr","Alive_17-Zombie_1-Alive_2-Zombie_1-Dead_2-Alive_2-Zombie_2-Alive_1-Dead_2-Alive_3-Dead_2-Alive_3-Dead_5-Zombie_3-Dead_3-Alive_3-Dead_7-Alive_3-Dead"
